,FO_ROW_ID,EVENT_ROW_ID_Begin,Begin,End,Fab300_Res_id,FACILITY,ResTk,Tool,User_id,WBS
242,4926,964634377,2023-01-20 06:04:00,2023-01-20 08:26:00,178,PLINE300,4229581,SEMVISION,engelen,43001/43193
244,4926,964656671,2023-01-20 08:48:00,2023-01-20 10:11:00,179,PLINE300,4231615,SEMVISION,dvriendt,32299/00013
245,4926,964703888,2023-01-20 11:30:00,2023-01-20 12:26:00,180,PLINE300,4231615,SEMVISION,dvriendt,32299/00013
246,4926,964752452,2023-01-20 13:53:00,2023-01-20 14:34:00,181,PLINE300,4229582,SEMVISION,maes72,43001/43193
247,4926,965009344,2023-01-21 06:52:00,2023-01-21 08:07:00,182,PLINE300,N/a,SEMVISION,decler36,39320/36502
248,4926,965017610,2023-01-21 08:09:00,2023-01-21 10:27:00,183,PLINE300,4229796,SEMVISION,beirnaer,32299/00013
249,4926,965039384,2023-01-21 10:35:00,2023-01-21 12:01:00,184,PLINE300,N/a,SEMVISION,decler36,39320/36502
250,4926,965187398,2023-01-22 06:48:00,2023-01-22 07:47:00,185,PLINE300,N/a,SEMVISION,decler36,39320/36502
253,4926,965514650,2023-01-23 17:38:00,2023-01-23 18:08:00,186,PLINE300,4230787,SEMVISION,engelen,37004/02248
254,4926,965703613,2023-01-24 07:58:00,2023-01-24 08:55:00,187,PLINE300,4231136,SEMVISION,beirnaer,32299/00013
255,4926,965729211,2023-01-24 10:04:00,2023-01-24 11:23:00,188,PLINE300,N/a,SEMVISION,michal78,39320/36502
257,4926,965891467,2023-01-24 18:44:00,2023-01-24 19:45:00,189,PLINE300,4231494,SEMVISION,engelen,43001/43193
258,4926,965905985,2023-01-24 20:04:00,2023-01-24 21:43:00,190,PLINE300,N/a,SEMVISION,rutkow29,39320/36502
259,4926,965983129,2023-01-25 03:22:00,2023-01-25 04:09:00,191,PLINE300,N/a,SEMVISION,derudd92,39320/36502
260,4926,966006346,2023-01-25 05:59:00,2023-01-25 07:06:00,192,PLINE300,4231497,SEMVISION,redants,43001/43193
261,4926,966021517,2023-01-25 07:15:00,2023-01-25 09:08:00,193,PLINE300,4231497,SEMVISION,beirnaer,43001/43193
266,4926,966206093,2023-01-25 18:24:00,2023-01-25 20:41:00,194,PLINE300,4231496,SEMVISION,engelen,43001/43193
267,4934,960434815,2023-05-01 10:03:00,2023-05-01 10:24:00,195,PLINE300,4228658,ARCHER200,mingar54,98850/02279
268,5065,960502891,2023-05-01 13:58:00,2023-05-01 16:49:00,196,PLINE300,N/a,ENDURA_3,dekkers,31499/01284
269,5065,961956116,2023-11-01 10:18:00,2023-11-01 11:14:00,197,PLINE300,4230147,ENDURA_3,wellens,37037/01743
272,5443,959606375,2023-02-01 08:58:00,2023-02-01 09:36:00,198,PLINE300,4209258,SU8000,maes72,98300/14175
273,5443,959866765,2023-03-01 08:13:00,2023-03-01 10:16:00,199,PLINE300,4209365,SU8000,maes72,98300/14175
275,5443,960157831,2023-04-01 08:19:00,2023-04-01 09:23:00,200,PLINE300,N/a,SU8000,billin72,39320/36502
276,5443,960318923,2023-04-01 19:12:00,2023-04-01 20:57:00,201,PLINE300,4220431,SU8000,vdbroecn,31199/01655
277,5443,960359022,2023-04-01 23:53:00,2023-05-01 02:13:00,202,PLINE300,N/a,SU8000,michal78,39320/36502
279,5443,960639968,2023-05-01 22:29:00,2023-06-01 02:07:00,203,PLINE300,N/a,SU8000,michal78,39320/36502
280,5443,961012571,2023-07-01 07:38:00,2023-07-01 10:05:00,204,PLINE300,4209043,SU8000,caluwaer,42199/00160
282,5443,961614833,2023-10-01 08:42:00,2023-10-01 10:27:00,205,PLINE300,4229354,SU8000,stiersj,38199/01490
283,5443,961899247,2023-11-01 06:18:00,2023-11-01 08:42:00,206,PLINE300,4230851,SU8000,caluwaer,31699/00055
284,5443,961962735,2023-11-01 10:34:00,2023-11-01 12:59:00,207,PLINE300,N/a,SU8000,sainch77,39320/36502
285,5443,962120290,2023-11-01 19:41:00,2023-11-01 20:09:00,208,PLINE300,N/a,SU8000,billin72,39320/36502
286,5443,962240406,2023-12-01 07:45:00,2023-12-01 12:05:00,209,PLINE300,4230026,SU8000,vdbroecn,31199/01655
288,5443,962865804,2023-01-14 04:03:00,2023-01-14 07:19:00,210,PLINE300,4231315,SU8000,caluwaer,31699/00055
289,5443,963379088,2023-01-16 13:31:00,2023-01-16 14:19:00,211,PLINE300,N/a,SU8000,maes72,98300/14175
290,5443,963710279,2023-01-17 13:17:00,2023-01-17 15:06:00,212,PLINE300,4232825,SU8000,maes72,98300/14175
291,5443,963943631,2023-01-18 04:25:00,2023-01-18 08:37:00,213,PLINE300,4232106,SU8000,caluwaer,31699/00055
292,5443,964195382,2023-01-18 22:08:00,2023-01-19 01:44:00,214,PLINE300,N/a,SU8000,sainch77,39320/36502
293,5443,964255482,2023-01-19 03:48:00,2023-01-19 07:15:00,215,PLINE300,4232109,SU8000,caluwaer,31699/00055
295,5443,964584942,2023-01-20 00:43:00,2023-01-20 03:06:00,216,PLINE300,N/a,SU8000,sainch77,39320/36502
296,5443,964611367,2023-01-20 03:46:00,2023-01-20 09:19:00,217,PLINE300,4232111,SU8000,caluwaer,31699/00055
297,5443,964984263,2023-01-21 03:56:00,2023-01-21 07:18:00,218,PLINE300,4232112,SU8000,caluwaer,31699/00055
298,5443,965178572,2023-01-22 03:43:00,2023-01-22 08:03:00,219,PLINE300,N/a,SU8000,caluwaer,31699/00055
299,5443,965591711,2023-01-23 20:07:00,2023-01-23 21:20:00,220,PLINE300,N/a,SU8000,billin72,39320/36502
302,5443,966056802,2023-01-25 10:11:00,2023-01-25 11:46:00,221,PLINE300,N/a,SU8000,michal78,39320/36502
303,5463,961971579,2023-11-01 10:55:00,2023-11-01 13:14:00,222,PLINE200,4230162,ACT12_MTM,cooman32,37037/01949
304,5463,962262861,2023-12-01 09:38:00,2023-12-01 11:09:00,223,PLINE200,4231098,ACT12_MTM,cooman32,37004/37141
305,5463,964673036,2023-01-20 10:00:00,2023-01-20 13:49:00,224,PLINE200,4233560,ACT12_MTM,haever53,37004/37141
307,5463,966143929,2023-01-25 15:28:00,2023-01-25 20:46:00,225,PLINE200,4235269,ACT12_MTM,cooman32,37004/37141
309,5635,961971566,2023-11-01 10:55:00,2023-11-01 12:37:00,226,PLINE200,4230161,AP300,cooman32,37037/01949
311,5635,964307648,2023-01-19 09:01:00,2023-01-20 14:00:00,227,PLINE200,4233433,AP300,uruena10,32299/00013
312,5635,964755018,2023-01-20 14:00:00,2023-01-20 14:44:00,228,PLINE200,4233765,AP300,uruena10,32299/00013
314,5635,966134553,2023-01-25 15:05:00,2023-01-25 20:46:00,229,PLINE200,4235267,AP300,cooman32,37004/37141
315,6277,960309394,2023-04-01 18:23:00,2023-04-01 19:35:00,230,PLINE300,4220034,DNS_4,verstr99,31199/00650
316,6277,960428179,2023-05-01 09:33:00,2023-05-01 13:27:00,231,PLINE300,4228757,DNS_4,sebai,32399/30027
318,6277,960809562,2023-06-01 14:15:00,2023-06-01 15:37:00,232,PLINE300,4229029,DNS_4,mehdi55,30990/02249
319,6277,961713079,2023-10-01 15:03:00,2023-10-01 16:50:00,233,PLINE300,4229205,DNS_4,vanbel53,31199/00650
321,6277,964319859,2023-01-19 10:00:00,2023-01-19 10:45:00,234,PLINE300,4233344,DNS_4,rahmat49,30990/32063
322,6277,964466895,2023-01-19 17:22:00,2023-01-19 17:42:00,235,PLINE300,4233146,DNS_4,vanbel53,31199/00650
323,6653,966064219,2023-01-25 10:39:00,2023-01-25 14:44:00,236,PLINE300,4234664,CELLESTA,annama94,32005/01084
325,7053,960722542,2023-06-01 08:56:00,2023-06-01 15:44:00,237,PLINE300,4229033,REFLEXION_4,kenens78,98850/02021
326,7053,962552678,2023-01-13 06:35:00,2023-01-13 08:30:00,238,PLINE300,4231482,REFLEXION_4,raymaek,37037/01743
327,7053,962583294,2023-01-13 08:59:00,2023-01-13 13:12:00,239,PLINE300,4230939,REFLEXION_4,kenens78,98850/02081
328,7053,964742836,2023-01-20 13:26:00,2023-01-20 14:16:00,240,PLINE300,4233866,REFLEXION_4,kenens78,38199/01952
329,7053,965374636,2023-01-23 09:08:00,2023-01-23 15:14:00,241,PLINE300,4233695,REFLEXION_4,kenens78,38199/01952
330,7379,966129928,2023-01-25 14:52:00,2023-01-25 15:35:00,242,PLINE300,4235354,SC1950,tseng69,36056/01225
331,7469,960275792,2023-04-01 16:48:00,2023-04-01 20:30:00,243,PLINE200,4220013,DEBOND_CLEANER,lefevr14,98300/01618
333,7469,966040432,2023-01-25 09:10:00,2023-01-25 12:09:00,244,PLINE200,N/a,DEBOND_CLEANER,han41,36671/01224
336,7518,963097308,2023-01-15 09:08:00,2023-01-15 15:39:00,245,PLINE200,N/a,MIRRA_3,hillaert,36999/36999
337,7518,963272986,2023-01-16 08:54:00,2023-01-16 10:53:00,246,PLINE200,4232031,MIRRA_3,kyaw73,36026/01224
345,7554,962009948,2023-11-01 13:04:00,2023-11-01 16:01:00,247,PLINE300,4230140,HITACHI5000,hillen84,31199/01680
351,7554,965779682,2023-01-24 13:02:00,2023-01-24 18:03:00,248,PLINE300,4234693,HITACHI5000,hillen84,31199/01680
352,7554,965883306,2023-01-24 18:03:00,2023-01-25 12:48:00,249,PLINE300,4234694,HITACHI5000,hillen84,31199/01680
353,7554,966097769,2023-01-25 12:48:00,2023-01-25 14:33:00,250,PLINE300,4235101,HITACHI5000,hillen84,31199/01680
354,7694,960459324,2023-05-01 10:59:00,2023-05-01 11:43:00,251,PLINE300,4220340,LAM_E5,vallat65,31299/02062
355,7694,960521254,2023-05-01 15:07:00,2023-05-01 18:49:00,252,PLINE300,4228691,LAM_E5,fathze21,31299/02062
356,7694,961288089,2023-09-01 09:34:00,2023-09-01 11:02:00,253,PLINE300,4229330,LAM_E5,taozheng,38199/01951
357,7694,962051706,2023-11-01 15:35:00,2023-11-01 17:20:00,254,PLINE300,4230846,LAM_E5,dupuy21,31299/01904
358,7694,962282792,2023-12-01 10:31:00,2023-12-01 11:10:00,255,PLINE300,4230996,LAM_E5,vallat65,31299/02062
359,7694,962329163,2023-12-01 13:20:00,2023-12-01 14:13:00,256,PLINE300,4231247,LAM_E5,elotel43,31299/01904
360,7694,962371514,2023-12-01 15:35:00,2023-12-01 20:15:00,257,PLINE300,4231277,LAM_E5,dupuy21,31299/01904
361,7694,963649764,2023-01-17 09:29:00,2023-01-17 10:53:00,258,PLINE300,4232365,LAM_E5,fathze21,31299/02062
362,7694,963679250,2023-01-17 10:58:00,2023-01-17 11:58:00,259,PLINE300,4232335,LAM_E5,vallat65,31299/02062
363,7694,963717834,2023-01-17 13:52:00,2023-01-17 14:17:00,260,PLINE300,4232550,LAM_E5,raymae79,98601/01062
365,7694,964697426,2023-01-20 11:10:00,2023-01-20 11:29:00,261,PLINE300,4233777,LAM_E5,ledain47,98601/01062
368,7892,962587807,2023-01-13 09:14:00,2023-01-13 11:55:00,262,PLINE200,4231495,MOUNTER_LH,ameghn57,36671/01224
369,7932,962676765,2023-01-13 14:14:00,2023-01-13 17:41:00,263,PLINE200,4231811,CAMTEK,vandrom,98000/14072
370,7932,964709520,2023-01-20 11:40:00,2023-01-20 14:14:00,264,PLINE200,4233829,CAMTEK,reniersd,36003/36504
371,8074,960898525,2023-06-01 18:12:00,2023-06-01 18:44:00,265,PLINE300,4229314,SP3,sauced97,32005/01084
372,8074,961291915,2023-09-01 09:48:00,2023-09-01 10:07:00,266,PLINE300,4229650,SP3,thukka30,30990/32063
373,8074,961664276,2023-10-01 12:01:00,2023-10-01 12:18:00,267,PLINE300,4230048,SP3,sebai,32399/30027
374,8074,962310278,2023-12-01 11:55:00,2023-12-01 12:37:00,268,PLINE300,4231241,SP3,sebai,32399/30027
375,8074,962640825,2023-01-13 12:04:00,2023-01-13 12:56:00,269,PLINE300,4231774,SP3,sebai,32399/30027
378,8133,960412976,2023-05-01 08:29:00,2023-05-01 10:01:00,270,PLINE300,4219862,TR3300,robber85,31199/30079
379,8133,960896896,2023-06-01 18:11:00,2023-06-01 20:54:00,271,PLINE300,4229065,TR3300,furuka28,31199/01514
380,8133,961185623,2023-08-01 14:02:00,2023-08-01 15:43:00,272,PLINE300,4229346,TR3300,furuka28,31199/01514
381,8133,961405400,2023-09-01 16:49:00,2023-09-01 17:09:00,273,PLINE300,4229719,TR3300,furuka28,31199/01514
382,8133,961919658,2023-11-01 07:59:00,2023-11-01 09:43:00,274,PLINE300,4228710,TR3300,cloost23,31199/30079
383,8133,962928906,2023-01-14 13:04:00,2023-01-14 14:35:00,275,PLINE300,4231708,TR3300,le27,31199/30079
387,8133,964300722,2023-01-19 08:37:00,2023-01-19 09:38:00,276,PLINE300,4231677,TR3300,lecocq91,31199/30079
388,8133,964903953,2023-01-20 21:05:00,2023-01-20 22:07:00,277,PLINE300,4233637,TR3300,oguma46,31199/30092
389,8133,965474635,2023-01-23 15:08:00,2023-01-23 16:59:00,278,PLINE300,4233234,TR3300,furuka28,31199/01514
390,8133,965704244,2023-01-24 08:00:00,2023-01-24 09:23:00,279,PLINE300,4234762,TR3300,maessc90,31199/30079
391,8133,966030410,2023-01-25 08:04:00,2023-01-25 10:00:00,280,PLINE300,4233816,TR3300,maessc90,31199/30079
392,8288,962592217,2023-01-13 09:33:00,2023-01-13 12:57:00,281,PLINE200,4231372,CIPT,talmel16,31499/02180
393,8487,959890923,2023-03-01 10:22:00,2023-03-01 13:01:00,282,PLINE300,4209079,JVX7300M,tielens,32499/38006
394,8487,960443378,2023-05-01 10:32:00,2023-05-01 11:42:00,283,PLINE300,4228633,JVX7300M,dekkers,31499/01284
395,8487,960738317,2023-06-01 10:03:00,2023-06-01 13:01:00,284,PLINE300,4228851,JVX7300M,tielens,36003/01221
396,8487,961946778,2023-11-01 09:50:00,2023-11-01 11:39:00,285,PLINE300,4230867,JVX7300M,tielens,32499/38006
397,8487,961993309,2023-11-01 12:00:00,2023-11-01 12:35:00,286,PLINE300,4230549,JVX7300M,dubey63,30990/01658
398,8487,962271928,2023-12-01 10:00:00,2023-12-01 10:25:00,287,PLINE300,4230116,JVX7300M,pena,98601/01847
399,8487,963302295,2023-01-16 10:00:00,2023-01-16 10:29:00,288,PLINE300,4231910,JVX7300M,dubey63,30990/01658
400,8487,963380575,2023-01-16 13:38:00,2023-01-16 15:11:00,289,PLINE300,4231538,JVX7300M,agiann70,31499/01284
401,8487,964018921,2023-01-18 11:34:00,2023-01-18 13:51:00,290,PLINE300,4232692,JVX7300M,porret,32499/01922
402,8487,965799686,2023-01-24 14:08:00,2023-01-24 15:02:00,291,PLINE300,4234785,JVX7300M,dubey63,30990/01658
403,8487,966121314,2023-01-25 14:18:00,2023-01-25 15:10:00,292,PLINE300,4235152,JVX7300M,dubey63,30990/01658
404,8786,959995426,2023-03-01 15:54:00,2023-04-01 09:28:00,293,PLINE200,4205514,EV11,talmel16,31499/02180
405,8786,961298822,2023-09-01 10:15:00,2023-09-01 15:33:00,294,PLINE200,4229421,EV11,jansse23,31499/00432
406,8786,961404904,2023-09-01 16:47:00,2023-10-01 09:14:00,295,PLINE200,4229319,EV11,talmel16,31499/02180
408,8786,961756271,2023-10-01 17:31:00,2023-11-01 09:14:00,296,PLINE200,4229321,EV11,talmel16,31499/02180
411,8847,961620708,2023-10-01 09:20:00,2023-10-01 13:33:00,297,PLINE200,N/a,FUSIONBONDER,han41,36671/01224
412,8907,960145795,2023-04-01 07:20:00,2023-04-01 07:57:00,298,PLINE200,4219856,SPTS_OMEGA,nedelj21,36004/01224
415,8907,966046732,2023-01-25 09:36:00,2023-01-25 09:53:00,299,PLINE200,4235278,SPTS_OMEGA,palomb58,36004/01224
417,9290,961617928,2023-10-01 09:01:00,2023-10-01 11:32:00,300,PLINE200,4228758,TEMP_BONDER,han41,36671/01224
418,9290,961670920,2023-10-01 12:30:00,2023-10-01 16:05:00,301,PLINE200,4229850,TEMP_BONDER,ameghn57,36671/01224
419,9290,961944464,2023-11-01 09:38:00,2023-11-01 09:54:00,302,PLINE200,N/a,TEMP_BONDER,jedidi64,31012/01084
420,9290,961975542,2023-11-01 11:08:00,2023-11-01 14:43:00,303,PLINE200,4230132,TEMP_BONDER,ghosh40,98500/01852
422,9290,962168709,2023-11-01 22:57:00,2023-11-01 23:23:00,304,PLINE200,4230132,TEMP_BONDER,langenus,98500/01852
423,9290,962174600,2023-11-01 23:23:00,2023-12-01 01:05:00,305,PLINE200,4230132,TEMP_BONDER,langenus,98500/01852
425,9290,962241426,2023-12-01 07:50:00,2023-12-01 10:58:00,306,PLINE200,4229684,TEMP_BONDER,deloore,98500/01852
428,9290,962618260,2023-01-13 11:04:00,2023-01-14 00:33:00,307,PLINE200,N/a,TEMP_BONDER,ghosh40,98500/01852
429,9290,963976670,2023-01-18 08:26:00,2023-01-18 16:42:00,308,PLINE200,4232826,TEMP_BONDER,ghosh40,98500/01852
432,9290,965761472,2023-01-24 11:35:00,2023-01-24 16:57:00,309,PLINE200,N/a,TEMP_BONDER,guerrera,32299/00716
433,9566,961740120,2023-10-01 16:48:00,2023-10-01 19:06:00,310,PLINE300,4230054,ANELVA_3,li17,38199/14775
434,9566,964660556,2023-01-20 09:15:00,2023-01-20 10:31:00,311,PLINE300,4233799,ANELVA_3,li17,38199/01284
435,9587,966043720,2023-01-25 09:26:00,2023-01-25 14:01:00,312,PLINE200,4235227,SAM300,chen70,38199/01132
436,9588,960161631,2023-04-01 09:15:00,2023-04-01 11:30:00,313,PLINE300,4220291,EDR7100,verstr99,31199/00650
438,9588,960741387,2023-06-01 10:09:00,2023-06-01 12:12:00,314,PLINE300,4219849,EDR7100,schrauw,31199/30079
440,9588,964067905,2023-01-18 14:29:00,2023-01-18 19:19:00,315,PLINE300,4232905,EDR7100,schrauw,31199/02273
443,9666,961736176,2023-10-01 16:37:00,2023-10-01 18:07:00,316,PLINE300,4229980,TEL_TACTRAS2,feurpr61,31199/02273
444,9666,962043963,2023-11-01 15:03:00,2023-11-01 18:53:00,317,PLINE300,4230828,TEL_TACTRAS2,feurpr61,31199/02273
445,9666,962312034,2023-12-01 12:02:00,2023-12-01 13:53:00,318,PLINE300,4231267,TEL_TACTRAS2,feurpr61,31199/02273
446,9666,962609593,2023-01-13 10:40:00,2023-01-13 12:31:00,319,PLINE300,4231652,TEL_TACTRAS2,feurpr61,98601/00962
447,9666,962680489,2023-01-13 14:25:00,2023-01-13 15:18:00,320,PLINE300,4231685,TEL_TACTRAS2,monter30,32299/00588
449,10087,960275817,2023-04-01 16:50:00,2023-04-01 19:04:00,321,PLINE300,4220437,CIRCL,janard53,38199/01715
452,10087,960926005,2023-06-01 19:15:00,2023-06-01 20:31:00,322,PLINE300,4229510,CIRCL,janard53,31012/01084
453,10087,961268561,2023-09-01 07:36:00,2023-09-01 11:57:00,323,PLINE300,4229516,CIRCL,janard53,32299/01084
456,10087,961967319,2023-11-01 10:40:00,2023-11-01 11:23:00,324,PLINE300,4230874,CIRCL,janard53,32102/01048
457,10087,962245153,2023-12-01 08:03:00,2023-12-01 08:29:00,325,PLINE300,4231057,CIRCL,cochet,32299/00013
459,10087,963427646,2023-01-16 16:14:00,2023-01-16 21:19:00,326,PLINE300,N/a,CIRCL,janard53,32299/31838
460,10087,965457960,2023-01-23 14:06:00,2023-01-23 16:21:00,327,PLINE300,N/a,CIRCL,lieben52,38199/02180
448,10087,966044971,2023-01-25 09:32:00,2023-01-25 11:34:00,328,PLINE300,N/a,CIRCL,reniersd,32299/00013
464,10206,962312647,2023-12-01 12:04:00,2023-12-01 14:04:00,329,PLINE300,4230115,H5000_2,cloost23,31199/30079
465,10206,962484951,2023-12-01 23:09:00,2023-01-13 01:44:00,330,PLINE300,4229768,H5000_2,schrauw,31199/30117
466,10206,963726050,2023-01-17 14:18:00,2023-01-17 19:53:00,331,PLINE300,4232827,H5000_2,schrauw,31199/31247
469,10206,965307148,2023-01-22 19:45:00,2023-01-22 22:36:00,332,PLINE300,4233489,H5000_2,irutha45,31199/31147
471,10206,966086374,2023-01-25 11:58:00,2023-01-25 13:47:00,333,PLINE300,4234377,H5000_2,maessc90,31199/30079
473,10448,961717163,2023-10-01 15:19:00,2023-10-01 19:02:00,334,PLINE300,4229846,TITAN,carola29,42199/00160
474,10448,962938465,2023-01-14 13:51:00,2023-01-15 15:23:00,335,PLINE300,4232105,TITAN,carola29,42199/00160
475,10448,964224105,2023-01-19 00:37:00,2023-01-19 03:56:00,336,PLINE300,4232678,TITAN,impagn97,42199/00160
476,10448,964584569,2023-01-20 00:39:00,2023-01-20 04:03:00,337,PLINE300,4232353,TITAN,impagn97,42199/00160
477,10448,964922918,2023-01-20 22:50:00,2023-01-21 00:03:00,338,PLINE300,4233506,TITAN,impagn97,42199/00160
478,10448,965502392,2023-01-23 16:46:00,2023-01-23 21:06:00,339,PLINE300,4233850,TITAN,impagn97,42199/00160
480,10449,959616189,2023-02-01 10:05:00,2023-02-01 14:07:00,340,PLINE300,N/a,HELIOS450,nelisl,42199/00160
481,10449,962109489,2023-11-01 18:17:00,2023-11-01 20:59:00,341,PLINE300,4231111,HELIOS450,carola29,42199/00160
483,10451,965445745,2023-01-23 13:35:00,2023-01-23 15:42:00,342,PLINE300,N/a,NOVA600,maes72,98300/14175
485,10475,966060172,2023-01-25 10:23:00,2023-01-25 16:06:00,343,PLINE300,4233764,EXCEL_1,martel37,37013/01883
486,10483,961638694,2023-10-01 10:34:00,2023-10-01 12:18:00,344,PLINE300,4229736,EXCEL_2,channa40,37093/02178
487,10648,963392831,2023-01-16 14:31:00,2023-01-16 15:04:00,345,PLINE300,4232059,TR2000,hillen84,31199/01680
488,10648,963422169,2023-01-16 15:57:00,2023-01-16 17:22:00,346,PLINE300,4232060,TR2000,hillen84,31199/01680
489,10648,964404579,2023-01-19 14:26:00,2023-01-19 15:04:00,347,PLINE300,4233410,TR2000,hillen84,31199/01680
490,10648,965717908,2023-01-24 09:30:00,2023-01-24 10:45:00,348,PLINE300,4234849,TR2000,hillen84,31199/01680
491,10907,959995007,2023-03-01 15:51:00,2023-03-01 17:38:00,349,PLINE300,N/a,HELIOS1200,vrebos45,39320/36502
492,10907,960045157,2023-03-01 18:57:00,2023-03-01 21:22:00,350,PLINE300,N/a,HELIOS1200,derudd92,39320/36502
493,10907,960073673,2023-03-01 22:08:00,2023-04-01 01:37:00,351,PLINE300,N/a,HELIOS1200,konecn85,97700/01368
494,10907,960103473,2023-04-01 02:07:00,2023-04-01 06:00:00,352,PLINE300,N/a,HELIOS1200,vdstaey,39320/36502
495,10907,960133917,2023-04-01 06:19:00,2023-04-01 07:53:00,353,PLINE300,N/a,HELIOS1200,sterke41,39320/36502
496,10907,960153973,2023-04-01 07:55:00,2023-04-01 09:57:00,354,PLINE300,4209046,HELIOS1200,dangol,37092/02172
498,10907,960239265,2023-04-01 14:14:00,2023-04-01 18:05:00,355,PLINE300,N/a,HELIOS1200,derudd92,39320/36502
